,Word,Length,Freq_HAL,Log_Freq_HAL,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy
351,activating,10,655,6.48,700.47,2.0056497175141246,202.58,34.0,0.94
352,activation,10,1918,7.56,806.54,3.4463276836158196,288.92,35.0,1.0
353,active,6,35565,10.48,632.74,1.2429378531073452,216.67,35.0,1.0
354,actively,8,7101,8.87,703.78,2.0621468926553677,224.93,32.0,0.94
355,activism,8,1558,7.35,653.09,1.7796610169491527,209.95,33.0,0.97
356,activist,8,3525,8.17,697.69,2.2316384180790965,243.33,32.0,1.0
357,activities,10,32765,10.4,713.27,2.0621468926553677,362.61,30.0,0.91
358,activity,8,26484,10.18,714.84,1.8644067796610175,283.83,31.0,1.0
359,actor,5,10471,9.26,539.97,0.5649717514124297,144.54,33.0,0.97
360,actors,6,7249,8.89,647.87,1.6384180790960456,248.86,31.0,0.94
361,actor's,7,363,5.89,588.29,1.0451977401129948,164.54,34.0,1.0
362,actress,7,4996,8.52,687.53,1.5254237288135597,254.19,34.0,1.0
363,actresses,9,1663,7.42,860.76,3.587570621468927,233.95,33.0,0.97
364,acts,4,19423,9.87,590.34,1.1016949152542377,228.74,35.0,1.0
365,actual,6,40919,10.62,623.32,1.1299435028248592,206.76,34.0,0.97
366,actualities,11,38,3.64,833.86,3.333333333333334,437.0,28.0,0.85
367,actuality,9,950,6.86,829.0,3.050847457627119,314.57,34.0,1.0
368,actually,8,196457,12.19,647.27,1.666666666666667,261.29,33.0,1.0
369,actuary,7,49,3.89,711.67,3.1355932203389836,234.1,18.0,0.55
370,acuity,6,228,5.43,862.47,3.531073446327684,316.5,15.0,0.56
371,acupuncture,11,525,6.26,853.2,3.813559322033899,361.82,30.0,0.91
372,acute,5,2427,7.79,649.53,1.6384180790960456,235.96,34.0,1.0
373,acutely,7,332,5.81,818.93,3.531073446327684,321.29,30.0,0.91
374,acuteness,9,19,2.94,874.47,3.813559322033899,325.4,32.0,0.94
375,ad,2,43254,10.67,740.94,2.0621468926553677,300.43,33.0,0.94
376,Ada,3,15432,9.64,882.82,4.2090395480225995,319.06,17.0,0.49
377,adage,5,503,6.22,769.85,3.9830508474576276,209.04,13.0,0.41
378,Adam,4,19626,9.88,602.12,1.2711864406779667,150.23,33.0,0.94
379,adamant,7,624,6.44,823.0,3.474576271186441,233.97,21.0,0.66
380,adamantly,9,329,5.8,836.0,4.096045197740113,201.92,20.0,0.65
381,Adam's,6,744,6.61,611.76,1.4406779661016953,144.0,34.0,1.0
382,adapt,5,3389,8.13,660.36,1.3276836158192094,228.18,33.0,1.0
383,adaptability,12,229,5.43,893.61,4.1807909604519775,273.62,28.0,0.9
384,adaptable,9,802,6.69,899.62,3.1355932203389836,476.72,29.0,0.85
385,adaptation,10,2000,7.6,804.5,3.1638418079096047,257.4,32.0,0.94
386,adaptations,11,510,6.23,825.94,2.994350282485876,257.89,32.0,0.94
387,adapted,7,3098,8.04,684.82,1.7231638418079098,287.42,33.0,1.0
388,adapter,7,15074,9.62,813.59,2.937853107344633,341.63,34.0,1.0
389,adapters,8,4651,8.44,811.64,3.1920903954802267,286.16,33.0,0.97
390,adapting,8,729,6.59,754.36,2.090395480225989,308.18,33.0,1.0
391,Ada's,5,166,5.11,926.58,4.03954802259887,255.91,19.0,0.56
392,add,3,113856,11.64,657.55,1.2711864406779667,323.29,33.0,1.0
393,added,5,62085,11.04,644.0,1.3276836158192094,192.97,33.0,1.0
394,addendum,8,1340,7.2,936.31,4.378531073446328,221.44,16.0,0.48
395,adder,5,351,5.86,732.0,3.418079096045198,180.93,17.0,0.49
396,addict,6,1887,7.54,600.9,0.9322033898305091,151.83,31.0,0.97
397,addicted,8,2311,7.75,661.73,1.6949152542372885,141.79,33.0,1.0
398,addiction,9,3437,8.14,628.29,1.610169491525424,209.47,35.0,0.97
399,addicts,7,1909,7.55,722.97,2.2316384180790965,313.9,32.0,1.0
400,adding,6,24066,10.09,648.36,1.610169491525424,231.35,33.0,1.0
401,addition,8,46938,10.76,601.69,1.2711864406779667,187.71,29.0,0.91
402,additional,10,56018,10.93,678.94,2.0621468926553677,202.68,33.0,0.97
403,additionally,12,6651,8.8,820.39,3.276836158192091,365.74,33.0,0.97
404,additions,9,9274,9.13,718.52,2.796610169491526,294.46,33.0,0.97
405,additive,8,903,6.81,711.35,2.6553672316384187,206.42,31.0,0.97
406,additives,9,1265,7.14,782.39,2.740112994350283,306.12,33.0,0.97
407,addle,5,7,1.95,1107.13,3.7288135593220337,717.3,8.0,0.24
408,address,7,221551,12.31,582.3,1.0169491525423733,136.64,33.0,1.0
409,addressed,9,12135,9.4,673.31,1.3841807909604522,216.5,35.0,1.0
410,addressee,9,230,5.44,944.86,4.463276836158193,319.52,22.0,0.67
411,addressees,10,100,4.61,763.76,2.7683615819209044,290.82,29.0,0.91
412,addresses,9,35300,10.47,757.77,2.146892655367232,241.02,31.0,0.97
413,addressing,10,7146,8.87,689.76,1.8926553672316389,261.86,33.0,1.0
414,adds,4,11870,9.38,632.21,1.5819209039548028,169.82,34.0,1.0
415,adduce,6,87,4.47,748.67,2.796610169491526,106.37,3.0,0.1
416,Adele,5,212,5.36,881.29,3.5593220338983054,302.9,21.0,0.64
417,adept,5,1754,7.47,759.21,2.514124293785311,318.26,24.0,0.75
418,adequacy,8,407,6.01,780.64,3.333333333333334,250.69,28.0,0.9
419,adequate,8,8178,9.01,674.69,2.1186440677966107,134.68,32.0,0.97
420,adequately,10,2873,7.96,698.24,2.090395480225989,204.12,25.0,0.86
421,adhere,6,1932,7.57,720.67,2.3163841807909606,216.08,30.0,0.94
422,adhered,7,387,5.96,781.91,3.3615819209039555,313.16,22.0,0.67
423,adherence,9,903,6.81,880.56,3.6723163841807915,356.79,25.0,0.78
424,adherent,8,143,4.96,823.79,3.0225988700564974,355.74,24.0,0.75
425,adherents,9,692,6.54,912.07,4.322033898305086,356.44,27.0,0.84
426,adheres,7,263,5.57,822.82,3.3050847457627124,214.61,28.0,0.9
427,adhesion,8,377,5.93,912.42,3.6723163841807915,366.84,24.0,0.71
428,adhesive,8,938,6.84,787.21,2.740112994350283,303.13,33.0,0.97
429,adhesives,9,160,5.08,766.38,3.1073446327683616,310.99,29.0,0.85
430,adieu,5,142,4.96,900.14,3.898305084745763,226.07,22.0,0.65
431,adios,5,494,6.2,746.42,2.9096045197740117,161.26,19.0,0.56
432,adipose,7,124,4.82,887.36,4.378531073446328,267.85,14.0,0.44
433,adirondack,10,352,5.86,981.1,5.197740112994351,234.25,10.0,0.33
434,adirondacks,11,119,4.78,917.21,5.225988700564972,355.97,14.0,0.41
435,adjacent,8,3297,8.1,748.12,2.6553672316384187,241.74,33.0,1.0
436,adjectival,10,39,3.66,1051.0,5.706214689265536,311.83,10.0,0.34
437,adjective,9,1045,6.95,671.35,1.7514124293785316,266.38,31.0,0.94
438,adjectives,10,618,6.43,749.84,2.4011299435028253,196.43,32.0,0.97
439,adjoin,6,10,2.3,907.9,3.6723163841807915,378.8,21.0,0.64
440,adjoined,8,18,2.89,754.28,2.6271186440677967,306.96,29.0,0.85
441,adjoining,9,627,6.44,809.74,3.474576271186441,311.93,31.0,0.91
442,adjoins,7,33,3.5,891.85,3.6158192090395485,430.46,27.0,0.82
443,adjourn,7,167,5.12,733.67,2.6271186440677967,193.05,30.0,0.94
444,adjourned,9,221,5.4,890.55,3.3050847457627124,451.83,31.0,0.91
445,adjourning,10,7,1.95,820.21,3.7005649717514126,202.0,28.0,0.85
446,adjournment,11,104,4.64,977.61,3.7853107344632777,490.31,28.0,0.85
447,adjourns,8,11,2.4,863.0,3.5028248587570627,297.92,25.0,0.76
448,adjudge,7,11,2.4,784.6,2.7683615819209044,223.14,5.0,0.15
449,adjudged,8,64,4.16,878.27,5.169491525423729,240.97,11.0,0.35
450,adjudging,9,2,0.69,1019.43,6.15819209039548,388.52,7.0,0.22
451,adjudicate,10,117,4.76,1062.19,5.451977401129944,456.57,21.0,0.68
452,adjudication,12,219,5.39,975.56,5.36723163841808,302.64,16.0,0.62
453,adjunct,7,746,6.61,758.2,2.711864406779662,215.22,25.0,0.81
454,adjuncts,8,110,4.7,791.69,2.9661016949152548,319.11,29.0,0.83
455,adjure,6,10,2.3,817.1,3.0225988700564974,311.75,21.0,0.66
456,adjust,6,8566,9.06,656.0,1.4124293785310738,216.57,30.0,0.91
457,adjustable,10,2555,7.85,725.27,2.4011299435028253,217.8,33.0,1.0
458,adjusted,8,4511,8.41,687.24,2.2316384180790965,170.92,34.0,1.0
459,adjusting,9,2340,7.76,721.33,2.203389830508475,323.13,33.0,0.97
460,adjustment,10,4675,8.45,652.41,1.9209039548022604,157.15,29.0,0.91
461,adjustments,11,2653,7.88,788.23,2.796610169491526,341.9,31.0,0.97
462,adjusts,7,587,6.38,748.89,2.429378531073447,271.35,35.0,1.0
463,Adlai,5,168,5.12,1131.5,4.067796610169491,840.75,2.0,0.06
464,administer,10,2314,7.75,832.74,2.937853107344633,341.6,31.0,0.97
465,administered,12,3042,8.02,772.19,2.937853107344633,260.73,32.0,1.0
466,administering,13,1323,7.19,850.85,3.418079096045198,298.08,26.0,0.81
467,administers,11,385,5.95,852.55,3.1920903954802267,421.94,33.0,0.94
468,administration,14,29660,10.3,954.27,3.7288135593220337,559.6,33.0,1.0
469,administration's,16,918,6.82,1056.08,5.395480225988702,320.2,26.0,1.0
470,administrative,14,9480,9.16,1009.93,4.322033898305086,451.77,30.0,0.97
471,administratively,16,96,4.56,1010.45,5.423728813559324,340.28,29.0,0.94
472,administrator,13,23369,10.06,883.53,3.7005649717514126,428.33,34.0,1.0
473,administrators,14,7066,8.86,824.07,4.011299435028249,291.99,30.0,0.97
474,admirable,9,992,6.9,807.97,2.994350282485876,312.24,32.0,0.94
475,admirably,9,417,6.03,710.06,2.146892655367232,194.34,31.0,0.94
476,admiral,7,4919,8.5,705.94,1.8644067796610175,197.1,32.0,0.97
477,admirals,8,250,5.52,779.23,2.5988700564971756,298.56,31.0,0.94
478,admiralty,9,252,5.53,936.35,4.40677966101695,518.34,20.0,0.67
479,admiration,10,1381,7.23,857.83,3.0225988700564974,447.07,29.0,0.88
480,admire,6,3160,8.06,621.03,1.1581920903954805,241.92,35.0,1.0
481,admired,7,1365,7.22,699.21,1.9491525423728817,237.87,33.0,1.0
482,admirer,7,417,6.03,891.61,2.8813559322033906,555.43,31.0,0.94
483,admirers,8,364,5.9,744.64,2.5706214689265536,278.52,33.0,0.97
484,admires,7,250,5.52,594.84,1.0451977401129948,199.09,31.0,0.97
485,admiring,8,622,6.43,659.23,1.8926553672316389,153.49,31.0,0.94
486,admiringly,10,34,3.53,840.57,3.6723163841807915,319.37,30.0,0.97
487,admissible,10,366,5.9,895.97,3.474576271186441,405.22,29.0,0.88
488,admission,9,6004,8.7,694.71,1.9774011299435033,203.77,34.0,0.97
489,admissions,10,1744,7.46,685.88,2.0056497175141246,242.45,32.0,0.94
490,admit,5,27202,10.21,574.65,1.1581920903954805,149.31,34.0,1.0
491,admits,6,2676,7.89,636.77,1.2429378531073452,162.67,31.0,0.91
492,admittance,10,329,5.8,743.27,2.796610169491526,247.36,33.0,0.97
493,admitted,8,8428,9.04,774.39,2.3728813559322037,384.38,33.0,0.97
494,admittedly,10,4176,8.34,934.23,3.7570621468926557,523.64,26.0,0.79
495,admitting,9,2277,7.73,698.92,1.6949152542372885,211.81,36.0,1.0
496,admixed,7,1,0.0,1052.2,5.395480225988702,347.48,5.0,0.15
497,admonish,8,140,4.94,780.59,2.711864406779662,316.76,22.0,0.71
498,admonished,10,255,5.54,947.92,4.435028248587571,427.4,26.0,0.81
499,admonishing,11,62,4.13,895.2,3.6723163841807915,348.67,25.0,0.78
500,admonishments,13,39,3.66,923.14,4.7740112994350286,324.68,21.0,0.7
501,admonition,10,298,5.7,904.15,5.141242937853107,290.67,20.0,0.71
502,admonitions,11,93,4.53,869.42,4.350282485875707,305.24,19.0,0.61
503,ado,3,662,6.5,829.24,3.3898305084745766,232.88,17.0,0.53
504,adobe,5,6956,8.85,770.23,3.1073446327683616,285.33,30.0,0.94
505,adolescence,11,788,6.67,695.06,1.7796610169491527,246.24,32.0,0.97
506,adolescent,10,1523,7.33,780.13,3.1355932203389836,247.3,31.0,0.97
507,adolescents,11,872,6.77,703.44,2.68361581920904,196.01,34.0,1.0
508,adolescent's,12,2,0.69,774.35,3.3050847457627124,267.1,34.0,1.0
509,Adolf,5,1324,7.19,815.65,2.7683615819209044,395.99,31.0,0.97
510,Adonis,6,496,6.21,779.41,3.2485875706214697,221.44,17.0,0.5
511,adopt,5,5702,8.65,614.41,1.2429378531073452,134.86,34.0,1.0
512,adopted,7,9446,9.15,649.76,1.610169491525424,226.54,33.0,1.0
513,adopting,8,1825,7.51,630.33,1.7514124293785316,200.81,33.0,0.97
514,adoption,8,8651,9.07,687.85,1.7796610169491527,242.62,33.0,1.0
515,adopts,6,452,6.11,696.47,1.610169491525424,334.4,34.0,1.0
516,adorable,8,935,6.84,787.06,2.796610169491526,265.02,33.0,0.97
517,adoration,9,432,6.07,801.2,2.994350282485876,275.59,30.0,0.91
518,adore,5,1059,6.97,737.55,1.8926553672316389,433.45,33.0,0.97
519,adored,6,356,5.87,677.69,2.1186440677966107,210.96,32.0,0.97
520,adores,6,216,5.38,722.26,1.8926553672316389,329.43,31.0,0.89
521,adorn,5,121,4.8,732.6,2.259887005649718,251.57,30.0,0.91
522,adorned,7,259,5.56,729.44,2.146892655367232,224.19,27.0,0.82
523,adornment,9,241,5.48,965.5,4.887005649717514,443.29,28.0,0.82
524,adorns,6,49,3.89,792.04,3.1920903954802267,289.89,27.0,0.77
525,adrenal,7,343,5.84,867.22,3.813559322033899,294.88,27.0,0.79
526,adrenalin,9,322,5.77,858.96,4.1807909604519775,269.56,25.0,0.76
527,Adrian,6,5332,8.58,838.78,3.050847457627119,230.88,27.0,0.79
528,Adriatic,8,295,5.69,900.89,4.096045197740113,323.43,18.0,0.6
529,adrift,6,237,5.47,835.32,3.1920903954802267,289.17,28.0,0.82
530,adroit,6,43,3.76,884.78,3.870056497175142,394.77,9.0,0.28
531,adroitness,10,3,1.1,885.82,4.661016949152542,434.82,11.0,0.33
532,ads,3,26673,10.19,675.4,1.9491525423728817,278.99,30.0,0.88
533,adsorbed,8,91,4.51,728.13,2.7683615819209044,243.28,15.0,0.45
534,adsorbs,7,13,2.56,847.6,3.898305084745763,355.02,15.0,0.47
535,adulation,9,181,5.2,942.42,4.604519774011299,351.46,19.0,0.68
536,adult,5,25223,10.14,546.3,0.6779661016949154,167.82,33.0,1.0
537,adulterant,10,5,1.61,955.06,5.508474576271187,303.72,17.0,0.59
538,adulterate,10,19,2.94,1083.39,5.169491525423729,375.38,23.0,0.72
539,adulterated,11,65,4.17,914.07,4.661016949152542,298.74,29.0,0.91
540,adulterer,9,89,4.49,969.72,4.350282485875707,489.58,25.0,0.76
541,adulterers,10,157,5.06,923.7,3.954802259887006,292.7,27.0,0.87
542,adulteress,10,55,4.01,854.65,4.237288135593221,333.19,26.0,0.84
543,adulterous,10,145,4.98,933.2,3.898305084745763,403.74,30.0,0.94
544,adultery,8,1228,7.11,586.7,1.355932203389831,120.29,33.0,0.97
545,adulthood,9,874,6.77,639.7,1.8079096045197742,166.3,33.0,1.0
546,adults,6,11743,9.37,561.53,0.48022598870056526,145.11,32.0,1.0
547,advance,7,79091,11.28,626.66,1.1581920903954805,239.9,32.0,1.0
548,advanced,8,36516,10.51,637.32,1.2429378531073452,200.2,34.0,1.0
549,advancement,11,4106,8.32,633.77,1.5536723163841812,159.46,35.0,1.0
550,advancements,12,397,5.98,907.24,3.5593220338983054,427.92,33.0,1.0
551,advances,8,4615,8.44,671.41,1.666666666666667,183.12,34.0,1.0
552,advancing,9,2081,7.64,733.03,2.146892655367232,266.54,32.0,0.97
553,advantage,9,33506,10.42,662.94,1.5819209039548028,266.43,32.0,0.94
554,advantageous,12,1034,6.94,993.68,4.7457627118644075,394.4,28.0,0.93
555,advantageously,14,35,3.56,1083.64,5.8757062146892665,469.39,28.0,0.9
556,advantages,10,9900,9.2,778.15,2.4011299435028253,267.26,33.0,1.0
557,advent,6,1976,7.59,681.88,1.666666666666667,221.18,33.0,0.97
558,adventitious,12,18,2.89,954.22,5.706214689265536,271.34,9.0,0.38
559,adventure,9,12865,9.46,631.23,1.610169491525424,193.11,31.0,0.94
560,adventurers,11,1168,7.06,870.61,3.954802259887006,373.01,31.0,0.94
561,adventures,10,9517,9.16,761.15,2.4858757062146895,308.07,33.0,1.0
562,adventuring,11,224,5.41,824.5,3.870056497175142,275.75,28.0,0.88
563,adventurous,11,1068,6.97,916.21,3.9265536723163845,400.85,29.0,0.91
564,adverb,6,149,5.0,679.62,1.7514124293785316,239.67,34.0,1.0
565,adverbial,9,88,4.48,911.38,5.0,270.95,16.0,0.52
566,adverbs,7,184,5.21,761.21,2.514124293785311,296.31,34.0,0.97
567,adversaries,11,414,6.03,852.53,3.7005649717514126,274.47,30.0,0.91
568,adversary,9,735,6.6,790.03,2.6271186440677967,312.64,31.0,0.97
569,adverse,7,3099,8.04,642.94,1.9774011299435033,160.93,34.0,0.97
570,adversely,9,903,6.81,816.58,2.8813559322033906,298.37,31.0,0.91
571,adversity,9,321,5.77,752.38,2.740112994350283,207.28,32.0,1.0
572,advert,6,902,6.8,768.56,2.711864406779662,276.5,32.0,0.94
573,advertise,9,7631,8.94,667.42,1.8644067796610175,191.88,33.0,1.0
574,advertised,10,6189,8.73,723.03,2.514124293785311,184.23,34.0,1.0
575,advertisement,13,4858,8.49,798.94,3.050847457627119,334.82,33.0,1.0
576,advertisements,14,3924,8.27,839.68,3.954802259887006,278.08,31.0,0.97
577,advertiser,10,1149,7.05,931.84,3.3898305084745766,411.38,31.0,0.94
578,advertisers,11,2489,7.82,872.64,3.5593220338983054,309.38,33.0,1.0
579,advertises,10,839,6.73,936.16,4.463276836158193,395.7,32.0,1.0
580,advertising,11,21735,9.99,850.21,3.1920903954802267,301.56,33.0,0.97
581,advice,6,44488,10.7,599.59,1.0169491525423733,165.9,34.0,1.0
582,advisability,12,59,4.08,1059.64,5.36723163841808,399.68,28.0,0.88
583,advisable,9,1201,7.09,850.2,3.5028248587570627,339.78,30.0,0.88
584,advise,6,9061,9.11,726.86,1.8644067796610175,413.66,29.0,0.94
585,advised,7,5552,8.62,685.74,1.6949152542372885,311.99,35.0,1.0
586,advisedly,9,30,3.4,838.41,3.050847457627119,456.23,29.0,0.88
587,advisement,10,79,4.37,832.74,3.1073446327683616,462.91,27.0,0.93
588,adviser,7,1024,6.93,666.2,1.8079096045197742,261.08,30.0,0.88
589,advisers,8,406,6.01,750.18,2.259887005649718,312.57,33.0,1.0
590,advises,7,858,6.75,760.23,2.4011299435028253,263.88,30.0,0.94
591,advising,8,994,6.9,632.24,1.4971751412429382,199.0,33.0,0.94
592,advisor,7,4536,8.42,635.65,1.6384180790960456,189.0,34.0,1.0
593,advisors,8,1334,7.2,667.27,1.7231638418079098,201.67,33.0,1.0
594,advisory,8,4271,8.36,647.26,2.0056497175141246,187.03,27.0,0.93
595,advocacy,8,3825,8.25,708.86,2.0621468926553677,213.0,29.0,0.91
596,advocate,8,7267,8.89,621.81,1.7796610169491527,97.63,32.0,0.97
597,advocated,9,1584,7.37,724.47,2.6271186440677967,169.92,30.0,0.91
598,advocates,9,5650,8.64,641.09,1.6949152542372885,164.43,33.0,0.97
599,advocating,10,3091,8.04,785.23,3.0790960451977405,269.94,35.0,1.0
600,Aegean,6,1582,7.37,1022.24,5.36723163841808,366.69,17.0,0.5
601,aerate,6,132,4.88,954.71,5.988700564971752,178.9,7.0,0.21
602,aerated,7,65,4.17,1144.17,6.045197740112995,344.79,12.0,0.39
603,aerates,7,20,3.0,910.0,4.604519774011299,168.35,5.0,0.16
604,aeration,8,204,5.32,1068.22,6.751412429378531,257.66,9.0,0.3
605,aerator,7,58,4.06,913.91,5.112994350282487,239.79,11.0,0.34
606,aerial,6,2841,7.95,828.33,3.1638418079096047,373.28,27.0,0.84
607,aerials,7,63,4.14,799.83,2.9096045197740117,224.93,23.0,0.68
608,aerobatic,9,185,5.22,817.16,3.0790960451977405,367.85,25.0,0.81
609,aerobic,7,1375,7.23,721.06,2.3728813559322037,148.52,33.0,0.94
610,aerodynamic,11,503,6.22,1020.77,5.395480225988702,330.96,26.0,0.79
611,aeronaut,8,1,0.0,1022.16,5.36723163841808,302.88,19.0,0.61
612,aeronautical,12,557,6.32,948.22,5.310734463276836,301.92,23.0,0.77
613,aeronautics,11,712,6.57,984.69,5.282485875706215,323.4,26.0,0.84
614,aeroplane,9,218,5.38,842.48,3.9830508474576276,326.88,23.0,0.77
615,aerosol,7,421,6.04,812.97,2.8813559322033906,375.75,33.0,0.94
616,aerosolized,11,36,3.58,1195.31,6.553672316384182,453.15,13.0,0.46
617,aerosols,8,274,5.61,783.73,3.1638418079096047,188.03,26.0,0.79
618,aerospace,9,3557,8.18,883.6,3.954802259887006,351.79,30.0,0.94
619,Aeschylus,9,80,4.38,1319.44,6.101694915254238,640.89,9.0,0.28
620,aesthetic,9,1575,7.36,898.81,3.9830508474576276,323.76,32.0,0.94
621,aesthetics,10,954,6.86,803.41,3.3898305084745766,213.94,29.0,0.88
622,afar,4,446,6.1,755.96,2.8248587570621475,222.85,27.0,0.77
623,affable,7,81,4.39,779.11,3.3898305084745766,288.3,18.0,0.56
624,affair,6,5294,8.57,636.61,1.355932203389831,202.85,33.0,1.0
625,affairs,7,12423,9.43,668.73,1.4124293785310738,203.28,33.0,0.97
626,affect,6,18690,9.84,663.26,1.7796610169491527,146.11,31.0,0.97
627,affectation,11,102,4.62,890.3,3.898305084745763,500.64,23.0,0.7
628,affected,8,12344,9.42,748.39,2.146892655367232,277.22,31.0,0.91
629,affecting,9,3851,8.26,747.36,2.5706214689265536,283.37,28.0,0.9
630,affectingly,11,0,0.0,927.65,4.661016949152542,334.33,26.0,0.79
631,affection,9,1910,7.55,695.9,2.0056497175141246,215.76,30.0,0.88
632,affectionate,12,1171,7.07,926.03,4.265536723163842,313.14,30.0,0.91
633,affectionately,14,258,5.55,971.48,5.141242937853107,333.5,33.0,0.97
634,affections,10,321,5.77,790.22,2.7683615819209044,330.9,32.0,1.0
635,affects,7,6036,8.71,656.67,1.4406779661016953,206.12,33.0,0.97
636,afferent,8,77,4.34,1104.62,4.632768361581921,480.27,13.0,0.39
637,affianced,9,17,2.83,884.25,4.124293785310734,338.6,8.0,0.24
638,affidavit,9,743,6.61,925.94,4.887005649717514,263.15,16.0,0.5
639,affidavits,10,366,5.9,953.08,4.7457627118644075,427.23,24.0,0.73
640,affiliate,9,2464,7.81,813.34,3.276836158192091,266.1,32.0,0.97
641,affiliated,10,4536,8.42,794.81,2.711864406779662,264.67,31.0,0.94
642,affiliates,10,1793,7.49,870.3,3.587570621468927,323.01,30.0,0.91
643,affiliation,11,3018,8.01,855.35,3.3615819209039555,304.79,31.0,0.97
644,affiliations,12,1047,6.95,753.5,2.9661016949152548,227.92,34.0,0.97
645,affinities,10,90,4.5,814.28,3.7005649717514126,154.91,18.0,0.58
646,affinity,8,1254,7.13,799.89,2.9661016949152548,243.36,27.0,0.79
647,affirm,6,671,6.51,687.81,2.0056497175141246,161.35,32.0,0.94
648,affirmation,11,868,6.77,759.41,2.5423728813559325,317.24,32.0,0.97
649,affirmations,12,456,6.12,767.9,3.1638418079096047,211.63,31.0,0.97
650,affirmative,11,6289,8.75,769.69,2.4858757062146895,195.03,32.0,0.97
651,affirmatively,13,120,4.79,897.72,4.378531073446328,327.2,32.0,0.97
652,affirmed,8,880,6.78,759.13,2.4011299435028253,358.43,31.0,0.91
653,affirming,9,339,5.83,743.52,2.5423728813559325,221.58,31.0,0.94
654,affirms,7,338,5.82,773.73,2.8531073446327686,312.62,33.0,1.0
655,affix,5,179,5.19,781.1,2.8531073446327686,325.31,29.0,0.83
656,affixed,7,281,5.64,687.34,2.175141242937854,167.67,32.0,0.97
657,afflict,7,120,4.79,693.55,2.5988700564971756,201.55,33.0,0.97
658,afflicted,9,731,6.59,781.24,2.9661016949152548,248.75,29.0,0.91
659,affliction,10,392,5.97,731.63,2.344632768361582,211.25,32.0,1.0
660,afflictions,11,151,5.02,817.97,3.276836158192091,280.39,29.0,0.94
661,affluence,9,188,5.24,747.65,2.4576271186440684,216.02,26.0,0.79
662,affluent,8,648,6.47,747.94,2.6271186440677967,301.62,31.0,0.94
663,afford,6,18642,9.83,694.58,2.2316384180790965,221.15,33.0,1.0
664,afforded,8,840,6.73,797.86,3.1355932203389836,303.22,28.0,0.85
665,affording,9,141,4.95,781.45,2.9096045197740117,288.11,33.0,1.0
666,affords,7,395,5.98,704.64,2.5706214689265536,172.81,28.0,0.85
667,affricate,9,5,1.61,815.67,3.2485875706214697,324.24,12.0,0.36
668,affront,7,340,5.83,756.44,3.418079096045198,247.57,18.0,0.55
669,affronted,9,37,3.61,853.35,3.2485875706214697,232.25,17.0,0.53
